id,observed_on,time_observed_at,captive_cultivated,longitude,latitude,iconic_taxon_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name,nearest_area,distance_to_land_m,问题说明
354354982,2026-04-26T00:00:00,2026-04-26T09:55:11,False,113.5511633333,22.1666111667,Insecta,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phygasia,Phygasia ornata,,氹仔,83,"坐标(113.5511633333, 22.1666111667)不在澳门陆地区域内，距离最近区域“氹仔”约83米，疑似位于海上或超出正常陆地范围"
354483938,2026-04-26T00:00:00,2026-04-26T09:33:15,False,113.5475277778,22.1702027778,Plantae,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Mussaenda,Mussaenda parviflora,,氹仔,517,"坐标(113.5475277778, 22.1702027778)不在澳门陆地区域内，距离最近区域“氹仔”约517米，疑似位于海上或超出正常陆地范围"
355170017,2026-04-26T00:00:00,2026-04-26T09:40:06,False,113.5492866667,22.1687666667,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Clitopilus crispus,,氹仔,357,"坐标(113.5492866667, 22.1687666667)不在澳门陆地区域内，距离最近区域“氹仔”约357米，疑似位于海上或超出正常陆地范围"
355330118,2026-04-25T00:00:00,2026-04-25T20:34:07,False,113.5861348759,22.1969924415,Amphibia,Animalia,Chordata,Amphibia,Anura,Eleutherodactylidae,Eleutherodactylus,Eleutherodactylus planirostris,,新城A区,1640,"坐标(113.5861348759, 22.1969924415)不在澳门陆地区域内，距离最近区域“新城A区”约1640米，疑似位于海上或超出正常陆地范围"
355345496,2026-04-26T00:00:00,2026-04-26T09:35:54,False,113.5491116667,22.1694966667,Plantae,Plantae,Tracheophyta,Polypodiopsida,Schizaeales,Lygodiaceae,Lygodium,Lygodium japonicum,,氹仔,432,"坐标(113.5491116667, 22.1694966667)不在澳门陆地区域内，距离最近区域“氹仔”约432米，疑似位于海上或超出正常陆地范围"
355350612,2026-04-25T00:00:00,2026-04-25T21:28:43,False,113.5989916964,22.0889521452,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Plutodes,Plutodes costatus,,路环,3624,"坐标(113.5989916964, 22.0889521452)不在澳门陆地区域内，距离最近区域“路环”约3624米，疑似位于海上或超出正常陆地范围"
355358059,2026-04-25T00:00:00,2026-04-25T22:04:20,False,113.5837779776,22.0969779525,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epobeidia,Epobeidia tigrata,,路环,1974,"坐标(113.5837779776, 22.0969779525)不在澳门陆地区域内，距离最近区域“路环”约1974米，疑似位于海上或超出正常陆地范围"
355365755,2026-04-25T00:00:00,2026-04-25T22:21:58,False,113.5781699208,22.096137521,Insecta,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Chremistica,Chremistica ochracea,,路环,1792,"坐标(113.5781699208, 22.096137521)不在澳门陆地区域内，距离最近区域“路环”约1792米，疑似位于海上或超出正常陆地范围"
355377460,2026-04-25T00:00:00,2026-04-25T22:38:43,False,113.595947015,22.1941131305,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Uraniidae,Phazaca,Phazaca leucocera,,新城A区,2623,"坐标(113.595947015, 22.1941131305)不在澳门陆地区域内，距离最近区域“新城A区”约2623米，疑似位于海上或超出正常陆地范围"
355380059,2026-04-25T00:00:00,2026-04-25T22:40:08,False,113.5799864157,22.1715509805,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Racotis,Racotis boarmiaria,,氹仔,125,"坐标(113.5799864157, 22.1715509805)不在澳门陆地区域内，距离最近区域“氹仔”约125米，疑似位于海上或超出正常陆地范围"
355389206,2026-04-25T00:00:00,2026-04-25T22:50:33,False,113.5569397589,22.1738975063,Insecta,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Ceresium,Ceresium sinicum,Ceresium sinicum ornaticolle,澳门半岛,354,"坐标(113.5569397589, 22.1738975063)不在澳门陆地区域内，距离最近区域“澳门半岛”约354米，疑似位于海上或超出正常陆地范围"
355398238,2026-04-25T00:00:00,2026-04-25T23:31:32,False,113.5738312917,22.1225792766,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Hippotion,Hippotion rosetta,,路环,143,"坐标(113.5738312917, 22.1225792766)不在澳门陆地区域内，距离最近区域“路环”约143米，疑似位于海上或超出正常陆地范围"
355404375,2026-04-25T00:00:00,2026-04-25T23:35:52,False,113.5763304077,22.1753904876,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Mocis,Mocis undata,,氹仔,449,"坐标(113.5763304077, 22.1753904876)不在澳门陆地区域内，距离最近区域“氹仔”约449米，疑似位于海上或超出正常陆地范围"
355406494,2026-04-25T00:00:00,2026-04-25T23:37:42,False,113.5460615296,22.1669226049,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Charaxes,Charaxes bernardus,,氹仔,252,"坐标(113.5460615296, 22.1669226049)不在澳门陆地区域内，距离最近区域“氹仔”约252米，疑似位于海上或超出正常陆地范围"
355412508,2026-04-26T00:00:00,2026-04-26T00:09:38,False,113.5897776881,22.1906362862,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eudocima,Eudocima phalonia,,新城A区,1970,"坐标(113.5897776881, 22.1906362862)不在澳门陆地区域内，距离最近区域“新城A区”约1970米，疑似位于海上或超出正常陆地范围"
355424813,2026-04-26T00:00:00,2026-04-26T16:55:13,False,113.5832544188,22.0968719117,Reptilia,Animalia,Chordata,Reptilia,Squamata,Agamidae,Calotes,Calotes wangi,,路环,1953,"坐标(113.5832544188, 22.0968719117)不在澳门陆地区域内，距离最近区域“路环”约1953米，疑似位于海上或超出正常陆地范围"
355439634,2026-04-25T00:00:00,,False,113.5936426504,22.1138104282,Aves,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Hierococcyx,Hierococcyx sparverioides,,路环,1433,"坐标(113.5936426504, 22.1138104282)不在澳门陆地区域内，距离最近区域“路环”约1433米，疑似位于海上或超出正常陆地范围"
355754486,2026-04-27T00:00:00,2026-04-27T20:55:36,False,113.5497130772,22.172553334,Aves,Animalia,Chordata,Aves,Passeriformes,Corvidae,Urocissa,Urocissa erythroryncha,,澳门半岛,371,"坐标(113.5497130772, 22.172553334)不在澳门陆地区域内，距离最近区域“澳门半岛”约371米，疑似位于海上或超出正常陆地范围"
355992954,2026-04-27T00:00:00,2026-04-27T13:28:31,False,113.5969829936,22.153514576,Insecta,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Tetracanthagyna,Tetracanthagyna waterhousei,,氹仔,509,"坐标(113.5969829936, 22.153514576)不在澳门陆地区域内，距离最近区域“氹仔”约509米，疑似位于海上或超出正常陆地范围"
356037447,2026-04-25T00:00:00,2026-04-25T20:16:32,False,113.5693073941,22.1877062913,Plantae,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Gardenia,Gardenia jasminoides,,新城A区,175,"坐标(113.5693073941, 22.1877062913)不在澳门陆地区域内，距离最近区域“新城A区”约175米，疑似位于海上或超出正常陆地范围"
356105657,2026-04-24T00:00:00,2026-04-24T23:02:00,False,113.5880621904,22.1797468676,Insecta,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,Halyomorpha halys,,氹仔,1294,"坐标(113.5880621904, 22.1797468676)不在澳门陆地区域内，距离最近区域“氹仔”约1294米，疑似位于海上或超出正常陆地范围"
356154243,2026-04-25T00:00:00,2026-04-25T01:05:00,False,113.587872899,22.1687260306,Insecta,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Coptops,Coptops lichenea,,氹仔,332,"坐标(113.587872899, 22.1687260306)不在澳门陆地区域内，距离最近区域“氹仔”约332米，疑似位于海上或超出正常陆地范围"
356393153,2026-04-25T00:00:00,2026-04-25T18:14:15,False,113.5825268362,22.1953188444,Aves,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,Actitis hypoleucos,,新城A区,1255,"坐标(113.5825268362, 22.1953188444)不在澳门陆地区域内，距离最近区域“新城A区”约1255米，疑似位于海上或超出正常陆地范围"
356400248,2026-04-25T00:00:00,2026-04-25T01:47:36,False,113.554422883,22.1733199154,Actinopterygii,Animalia,Chordata,Actinopterygii,Cypriniformes,Nemacheilidae,Oreonectes,Oreonectes platycephalus,,澳门半岛,371,"坐标(113.554422883, 22.1733199154)不在澳门陆地区域内，距离最近区域“澳门半岛”约371米，疑似位于海上或超出正常陆地范围"
356444333,2026-04-25T00:00:00,2026-04-25T11:21:00,False,113.5525547884,22.1693133349,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,,氹仔,344,"坐标(113.5525547884, 22.1693133349)不在澳门陆地区域内，距离最近区域“氹仔”约344米，疑似位于海上或超出正常陆地范围"
356464924,2026-04-25T00:00:00,2026-04-25T11:55:00,False,113.5948638315,22.1875812465,Aves,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus auroreus,,氹仔,2363,"坐标(113.5948638315, 22.1875812465)不在澳门陆地区域内，距离最近区域“氹仔”约2363米，疑似位于海上或超出正常陆地范围"
356478906,2026-04-25T00:00:00,2026-04-25T12:39:00,False,113.5965384657,22.0843104295,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio bianor,,路环,3811,"坐标(113.5965384657, 22.0843104295)不在澳门陆地区域内，距离最近区域“路环”约3811米，疑似位于海上或超出正常陆地范围"
356478931,2026-04-25T00:00:00,2026-04-25T13:13:00,False,113.5821184504,22.1093408577,Insecta,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Trithemis,Trithemis aurora,,路环,938,"坐标(113.5821184504, 22.1093408577)不在澳门陆地区域内，距离最近区域“路环”约938米，疑似位于海上或超出正常陆地范围"
356478972,2026-04-25T00:00:00,2026-04-25T14:00:00,False,113.5687687795,22.103018597,Reptilia,Animalia,Chordata,Reptilia,Squamata,Agamidae,Calotes,Calotes wangi,,路环,901,"坐标(113.5687687795, 22.103018597)不在澳门陆地区域内，距离最近区域“路环”约901米，疑似位于海上或超出正常陆地范围"
356478983,2026-04-25T00:00:00,2026-04-25T15:13:00,False,113.5904789259,22.1831959672,Aves,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Corvus macrorhynchos,,氹仔,1726,"坐标(113.5904789259, 22.1831959672)不在澳门陆地区域内，距离最近区域“氹仔”约1726米，疑似位于海上或超出正常陆地范围"
356487032,2026-04-25T00:00:00,2026-04-25T17:10:00,False,113.5839921736,22.1137136414,Aves,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,Columba livia,,路环,1004,"坐标(113.5839921736, 22.1137136414)不在澳门陆地区域内，距离最近区域“路环”约1004米，疑似位于海上或超出正常陆地范围"
356527232,2026-04-25T00:00:00,2026-04-25T18:33:00,False,113.5975380903,22.1496391596,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,,氹仔,423,"坐标(113.5975380903, 22.1496391596)不在澳门陆地区域内，距离最近区域“氹仔”约423米，疑似位于海上或超出正常陆地范围"
356527413,2026-04-25T00:00:00,2026-04-25T21:18:00,False,113.5911891738,22.1707364712,Arachnida,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Camaricus,Camaricus maugei,,氹仔,678,"坐标(113.5911891738, 22.1707364712)不在澳门陆地区域内，距离最近区域“氹仔”约678米，疑似位于海上或超出正常陆地范围"
356564882,2026-04-25T00:00:00,2026-04-25T22:56:00,False,113.5484656363,22.1180679823,Insecta,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Pyrocoelia,Pyrocoelia analis,,路环,116,"坐标(113.5484656363, 22.1180679823)不在澳门陆地区域内，距离最近区域“路环”约116米，疑似位于海上或超出正常陆地范围"
356570160,2026-04-26T00:00:00,2026-04-26T00:01:00,False,113.5903840847,22.1188421518,Insecta,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera litura,,路环,853,"坐标(113.5903840847, 22.1188421518)不在澳门陆地区域内，距离最近区域“路环”约853米，疑似位于海上或超出正常陆地范围"
356575377,2026-04-26T00:00:00,2026-04-26T00:55:00,False,113.5709817839,22.1013070608,Animalia,Animalia,Arthropoda,Malacostraca,Decapoda,Sesarmidae,Parasesarma,Parasesarma continentale,,路环,1080,"坐标(113.5709817839, 22.1013070608)不在澳门陆地区域内，距离最近区域“路环”约1080米，疑似位于海上或超出正常陆地范围"
356575406,2026-04-26T00:00:00,2026-04-26T01:41:00,False,113.5667764429,22.1871369287,Actinopterygii,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Glossogobius,Glossogobius olivaceus,,新城A区,270,"坐标(113.5667764429, 22.1871369287)不在澳门陆地区域内，距离最近区域“新城A区”约270米，疑似位于海上或超出正常陆地范围"
356822435,2026-04-26T00:00:00,2026-04-26T03:01:00,False,113.550553039,22.1038952858,Animalia,Animalia,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus,Pagurus minutus,,路环,724,"坐标(113.550553039, 22.1038952858)不在澳门陆地区域内，距离最近区域“路环”约724米，疑似位于海上或超出正常陆地范围"
356822467,2026-04-26T00:00:00,2026-04-26T15:19:00,False,113.5666186829,22.1826645062,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,Egretta garzetta garzetta,澳门半岛,288,"坐标(113.5666186829, 22.1826645062)不在澳门陆地区域内，距离最近区域“澳门半岛”约288米，疑似位于海上或超出正常陆地范围"
356822502,2026-04-26T00:00:00,2026-04-26T15:55:00,False,113.5713608928,22.1807196783,Aves,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,,澳门半岛,775,"坐标(113.5713608928, 22.1807196783)不在澳门陆地区域内，距离最近区域“澳门半岛”约775米，疑似位于海上或超出正常陆地范围"
356822510,2026-04-26T00:00:00,2026-04-26T16:09:00,False,113.5787509116,22.1930814767,Insecta,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachythemis,Brachythemis contaminata,,新城A区,848,"坐标(113.5787509116, 22.1930814767)不在澳门陆地区域内，距离最近区域“新城A区”约848米，疑似位于海上或超出正常陆地范围"
356830356,2026-04-26T00:00:00,2026-04-26T18:24:00,False,113.5979361963,22.1897928406,Insecta,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Acheron,Acheron longus,,氹仔,2737,"坐标(113.5979361963, 22.1897928406)不在澳门陆地区域内，距离最近区域“氹仔”约2737米，疑似位于海上或超出正常陆地范围"
356885963,2026-04-26T00:00:00,2026-04-26T23:50:00,False,113.594761647,22.1768564292,Reptilia,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,Hemidactylus bowringii,,氹仔,1406,"坐标(113.594761647, 22.1768564292)不在澳门陆地区域内，距离最近区域“氹仔”约1406米，疑似位于海上或超出正常陆地范围"
357027290,2026-04-27T00:00:00,2026-04-27T13:02:00,False,113.5880372307,22.1726939085,Aves,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Orthotomus,Orthotomus sutorius,,氹仔,732,"坐标(113.5880372307, 22.1726939085)不在澳门陆地区域内，距离最近区域“氹仔”约732米，疑似位于海上或超出正常陆地范围"
357027307,2026-04-27T00:00:00,2026-04-27T13:09:00,False,113.5414678725,22.1731263646,Aves,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardeola,Ardeola bacchus,,澳门半岛,176,"坐标(113.5414678725, 22.1731263646)不在澳门陆地区域内，距离最近区域“澳门半岛”约176米，疑似位于海上或超出正常陆地范围"
357047764,2026-04-27T00:00:00,2026-04-27T14:35:00,False,113.5844509817,22.1113907531,Insecta,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,Acheron,Acheron longus,,路环,1084,"坐标(113.5844509817, 22.1113907531)不在澳门陆地区域内，距离最近区域“路环”约1084米，疑似位于海上或超出正常陆地范围"
357047785,2026-04-27T00:00:00,2026-04-27T15:12:00,False,113.5511362002,22.1110066041,Animalia,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae,Hemigrapsus,Hemigrapsus sanguineus,,路环,68,"坐标(113.5511362002, 22.1110066041)不在澳门陆地区域内，距离最近区域“路环”约68米，疑似位于海上或超出正常陆地范围"
357140067,2026-04-24T00:00:00,2026-04-24T06:28:32,False,113.5756025342,22.1173531626,Plantae,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola inconspicua,,路环,237,"坐标(113.5756025342, 22.1173531626)不在澳门陆地区域内，距离最近区域“路环”约237米，疑似位于海上或超出正常陆地范围"
359186365,2026-04-24T00:00:00,2026-04-24T22:39:35,False,113.5942589284,22.1649908576,Plantae,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,Pandanus tectorius,,氹仔,652,"坐标(113.5942589284, 22.1649908576)不在澳门陆地区域内，距离最近区域“氹仔”约652米，疑似位于海上或超出正常陆地范围"
359186774,2026-04-24T00:00:00,2026-04-24T22:37:18,False,113.562831339,22.1098776066,Plantae,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lophatherum,Lophatherum gracile,,路环,180,"坐标(113.562831339, 22.1098776066)不在澳门陆地区域内，距离最近区域“路环”约180米，疑似位于海上或超出正常陆地范围"
359187571,2026-04-24T00:00:00,2026-04-24T21:41:58,False,113.5985219184,22.0852783994,Amphibia,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Polypedates,Polypedates megacephalus,,路环,3871,"坐标(113.5985219184, 22.0852783994)不在澳门陆地区域内，距离最近区域“路环”约3871米，疑似位于海上或超出正常陆地范围"
359189725,2026-04-24T00:00:00,2026-04-24T06:33:29,False,113.5943464687,22.179231382,Plantae,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,Cinnamomum burmanni,,氹仔,1595,"坐标(113.5943464687, 22.179231382)不在澳门陆地区域内，距离最近区域“氹仔”约1595米，疑似位于海上或超出正常陆地范围"
359401063,2026-04-27T00:00:00,2026-04-27T14:21:00,False,113.59105422,22.1623992786,Insecta,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Tetracanthagyna,Tetracanthagyna waterhousei,,氹仔,250,"坐标(113.59105422, 22.1623992786)不在澳门陆地区域内，距离最近区域“氹仔”约250米，疑似位于海上或超出正常陆地范围"
359786473,2026-04-26T00:00:00,2026-04-26T18:10:58,False,113.596421869,22.1822445043,Aves,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla alba,,氹仔,1970,"坐标(113.596421869, 22.1822445043)不在澳门陆地区域内，距离最近区域“氹仔”约1970米，疑似位于海上或超出正常陆地范围"
